customer_id,gender,customer_type,age,travel_type,travel_class,flight_distance,campaign_name,flight_date,join_date,satisfaction,departure_delay,arrival_delay,Seat_comfort,Departure_convenience,Food_and_drink,Gate_location,Inflight_wifi,Inflight_entertainment,Online_support,Ease_of_booking,Onboard_service,Leg_room,Baggage_handling,Checkin_service,Cleanliness,Online_boarding
3838b326-8e94-4239-b02b-61c4a3d70628,Female,New Customer,22,Personal Travel,Business,3049,Festive Bonanza,2026-03-03,2025-06-30,dissatisfied,0,24,3,1,1,2,1,0,4,4,3,1,0,3,2,3
c6a7ee39-c4b0-42cc-97c5-24a55304317f,Male,New Customer,50,Business Travel,Eco,5252,Premium Perks,2025-01-27,2024-12-25,neutral,0,24,2,2,4,3,2,0,0,1,2,3,4,4,3,5
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Female,Loyal Customer,34,Business Travel,Business,9167,Spring Saver,2024-03-27,2023-08-25,neutral,226,251,4,1,1,1,5,1,2,0,3,1,4,1,4,2
3602f8ac-10f1-4c81-848a-aa9e66b2bc5b,Male,Loyal Customer,26,Business Travel,Business,3167,Spring Saver,2025-03-06,2024-03-14,dissatisfied,295,304,2,0,2,3,1,0,5,4,3,0,4,0,2,0
b7c93acf-e059-40ee-9132-b63ef16287e4,Male,Loyal Customer,39,Personal Travel,Eco,4692,Referral Boost,2026-01-24,2025-06-21,satisfied,0,24,2,2,0,3,3,4,0,2,3,0,3,5,3,2
654821d0-7fcd-4eb1-a7ca-d415366eb16f,Male,Loyal Customer,69,Personal Travel,Eco,11330,Spring Saver,2024-04-07,2024-03-13,neutral,155,153,4,3,4,0,4,4,1,1,5,1,4,2,4,2
24933b83-7577-40a9-a491-f0b2ea1fca65,Male,New Customer,75,Business Travel,Eco,2739,Spring Saver,2025-08-12,2025-05-30,dissatisfied,0,-10,0,4,5,5,4,1,0,1,2,1,1,4,4,4
8fb5d27b-beb7-4919-bf22-faf823bed01d,Female,Loyal Customer,69,Business Travel,Eco,10072,Premium Perks,2025-01-10,2024-02-03,dissatisfied,0,2,0,4,3,3,5,3,2,4,3,5,2,1,1,2
6dadd6c7-95a7-4d79-bf3c-4c06434308bc,Male,New Customer,45,Personal Travel,Business,3909,Premium Perks,2025-05-03,2024-09-03,neutral,126,147,1,3,3,4,0,0,2,4,3,5,0,3,0,0
382567b8-5cab-4c97-a63f-1c97956269f0,Male,New Customer,78,Business Travel,Business,5110,Spring Saver,2025-11-29,2025-06-09,satisfied,0,-10,4,5,4,2,3,4,3,2,2,3,0,1,0,0
c17af08a-1745-46d8-be57-0ddf827050a8,Male,Loyal Customer,71,Business Travel,Eco,3530,Spring Saver,2023-12-21,2023-10-28,satisfied,0,26,0,2,3,1,5,3,3,4,1,3,3,1,1,3
a0a04dc4-2720-4bdf-9c11-f735dc713d96,Female,New Customer,53,Business Travel,Eco,3975,Spring Saver,2023-09-28,2023-08-18,neutral,0,-6,2,5,0,0,0,4,3,4,3,4,4,5,2,4
98ae4334-6c12-4ce8-ae34-0454cac5b68c,Male,Loyal Customer,42,Business Travel,Eco,209,Double Miles,2024-09-12,2023-11-14,neutral,0,22,5,1,2,4,4,0,5,0,1,0,2,4,1,0
ff01cf99-988c-44c9-a1b1-cd2262801c45,Female,Loyal Customer,58,Personal Travel,Business,7466,Spring Saver,2023-12-07,2023-08-31,neutral,0,3,0,4,5,3,0,4,4,5,2,4,4,4,4,1
8da0365b-f898-47b9-805c-acec877409a9,Female,Loyal Customer,68,Business Travel,Business,4980,Double Miles,2024-07-11,2024-07-10,dissatisfied,277,271,4,3,5,0,0,1,3,1,1,1,5,5,2,2
b88139b9-ae27-4da7-82f0-6b90f143262f,Male,Loyal Customer,76,Personal Travel,Business,10240,Premium Perks,2025-12-19,2025-05-11,neutral,0,23,0,4,4,5,1,2,2,5,3,1,5,1,1,1
c0398710-8976-4334-a281-7efdae849217,Female,Loyal Customer,74,Personal Travel,Eco,4461,Spring Saver,2024-08-12,2023-10-09,satisfied,78,69,0,3,5,1,2,0,4,4,3,1,0,1,0,3
1c8eaee9-5715-4d6f-a416-1293c4c2e2e3,Female,Loyal Customer,79,Business Travel,Eco,4018,Festive Bonanza,2024-08-28,2024-02-05,satisfied,0,8,2,2,2,0,2,5,3,3,0,2,2,2,4,1
00d4af59-7427-4ca3-a87d-06ca6f4cc69a,Male,Loyal Customer,22,Business Travel,Business,5785,Double Miles,2024-11-28,2024-02-25,neutral,0,16,3,1,4,5,4,5,0,4,0,3,1,5,1,0
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Male,Loyal Customer,43,Business Travel,Eco,10688,Spring Saver,2025-04-06,2025-01-23,satisfied,0,12,0,5,5,2,4,0,1,3,0,0,2,4,3,5
e9a1fa6f-81f7-4d1c-adbc-2134c30ff46e,Male,Loyal Customer,41,Personal Travel,Business,564,Double Miles,2024-10-21,2024-08-04,neutral,0,26,1,5,2,2,2,5,2,3,4,1,1,5,2,2
d777a477-4c66-40a8-a013-ac6ededa4e16,Female,Loyal Customer,27,Personal Travel,Business,1262,Festive Bonanza,2023-10-31,2023-10-03,satisfied,0,25,0,0,5,1,5,3,0,0,4,3,0,3,1,2
2720797d-32eb-4689-9be5-78c781f631d4,Male,New Customer,39,Personal Travel,Eco,8143,Festive Bonanza,2025-03-11,2024-11-20,neutral,238,249,0,3,2,1,0,4,5,3,1,1,2,2,4,5
f4188f3f-8a14-4e62-a95b-4715c333e861,Male,New Customer,23,Business Travel,Eco,1805,Spring Saver,2025-01-30,2024-04-28,neutral,229,233,3,5,2,5,5,5,0,2,2,4,3,5,1,3
00257ad1-eb22-43dd-87c5-421eec24a3c5,Male,Loyal Customer,71,Personal Travel,Eco,11320,Spring Saver,2025-07-20,2025-03-08,satisfied,127,136,5,5,2,5,0,1,2,1,2,4,3,4,5,1
1ca35cfb-04fc-4d82-bd15-438552fbe43b,Female,New Customer,37,Business Travel,Business,4408,Festive Bonanza,2025-06-02,2024-10-20,dissatisfied,0,-6,3,0,1,5,5,4,5,2,3,4,2,2,0,5
d4e80839-fc3e-458b-a0f3-eab05cec4eb5,Female,Loyal Customer,61,Personal Travel,Business,7241,Referral Boost,2025-11-18,2025-07-03,neutral,0,0,4,1,3,0,4,0,0,0,2,5,2,5,0,4
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,Female,Loyal Customer,51,Personal Travel,Eco,2835,Spring Saver,2025-08-14,2025-03-30,neutral,174,177,2,2,0,5,3,4,2,0,4,5,3,5,2,4
15ed6269-1429-4c07-b26b-4776913e4de2,Female,Loyal Customer,21,Personal Travel,Business,800,Festive Bonanza,2025-07-25,2025-05-24,dissatisfied,0,28,4,1,0,1,5,2,4,5,0,0,0,0,0,1
fa5d3100-11b7-4948-90e6-e6607c69dee1,Male,Loyal Customer,23,Personal Travel,Eco,11018,Premium Perks,2025-08-17,2025-01-31,dissatisfied,0,11,2,1,3,4,0,3,5,2,3,4,5,0,0,4
20de435d-2031-4750-840d-b9b4885f6e66,Male,Loyal Customer,27,Business Travel,Eco,4812,Premium Perks,2026-01-10,2025-02-22,satisfied,182,202,2,1,0,5,5,4,3,4,3,4,4,4,3,3
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,Female,New Customer,68,Personal Travel,Business,10347,Double Miles,2025-03-31,2024-12-06,satisfied,0,7,3,1,2,2,4,3,2,5,1,5,5,1,5,2
6c52c49f-9b49-4d26-9f57-c59a8715a103,Male,Loyal Customer,57,Business Travel,Business,1027,Premium Perks,2024-05-24,2024-02-03,satisfied,0,11,2,3,3,3,3,4,4,1,0,3,1,0,5,2
badcc32a-c159-4f53-8a0f-4efbedcd465e,Female,Loyal Customer,40,Personal Travel,Eco,1992,Premium Perks,2024-09-16,2023-12-24,satisfied,0,15,5,4,4,1,5,3,5,0,0,5,2,4,0,4
66245bfa-4fcc-439a-b683-d2e6337ea2df,Female,Loyal Customer,69,Business Travel,Business,736,Referral Boost,2025-10-16,2024-12-29,satisfied,0,-4,1,2,5,1,1,2,1,2,0,2,2,3,2,2
e64d1bcb-7027-43a1-9f98-7c71a65e688e,Female,New Customer,23,Business Travel,Eco,3772,Spring Saver,2025-06-13,2024-12-15,neutral,0,17,0,0,4,2,5,1,3,1,4,0,0,3,0,0
3985c3cf-3f76-4e1d-9efa-21977394988f,Male,New Customer,78,Personal Travel,Eco,6904,Double Miles,2024-10-20,2024-08-18,satisfied,0,-9,0,4,5,2,2,2,5,5,4,0,4,4,5,2
8dcdcd03-969b-4662-8562-8059568cc69b,Male,New Customer,67,Personal Travel,Eco,11685,Referral Boost,2023-12-22,2023-08-31,satisfied,297,315,5,2,3,0,4,2,1,1,2,5,1,3,0,3
122c9a56-01d7-4256-b860-2ab696a402f2,Male,Loyal Customer,18,Business Travel,Business,11198,Festive Bonanza,2024-01-15,2024-01-07,dissatisfied,0,3,2,2,4,5,0,4,2,2,0,3,1,2,5,5
114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,Male,New Customer,72,Business Travel,Business,1143,Festive Bonanza,2025-08-23,2025-01-12,neutral,0,-9,1,1,0,4,2,4,2,3,4,3,1,1,0,4
1223b513-5496-463c-9c11-10c1080aadfb,Male,New Customer,40,Personal Travel,Business,11582,Double Miles,2025-12-27,2025-06-15,neutral,0,19,3,3,4,4,5,5,0,1,4,3,2,3,1,5
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Male,Loyal Customer,76,Business Travel,Eco,8373,Festive Bonanza,2024-12-13,2024-08-15,dissatisfied,0,18,0,1,2,0,5,0,1,4,0,0,5,5,2,5
ef7ddc76-b92d-422b-a1df-306f8a0b3c33,Male,Loyal Customer,51,Personal Travel,Business,9196,Premium Perks,2024-04-13,2023-12-26,dissatisfied,0,11,2,5,1,4,1,3,0,5,1,0,4,0,5,1
3e351128-7900-47f9-9382-9b43922fe15a,Female,New Customer,74,Personal Travel,Eco,845,Premium Perks,2025-06-24,2025-05-28,dissatisfied,0,-10,2,1,3,4,0,4,1,4,0,1,4,3,5,1
30beb45f-6835-44f2-8eb8-1f9d7914c120,Female,Loyal Customer,70,Personal Travel,Eco,11755,Double Miles,2026-01-14,2025-03-13,satisfied,0,25,2,1,4,4,2,2,3,0,2,2,5,1,5,5
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Female,New Customer,37,Personal Travel,Eco,1962,Double Miles,2024-05-20,2023-09-24,dissatisfied,0,29,3,2,0,5,2,4,2,1,0,1,1,4,0,0
baa4b71a-dd24-47ac-b78e-edb3693dffbc,Female,New Customer,42,Business Travel,Business,8170,Double Miles,2024-07-18,2024-06-06,neutral,26,27,2,1,4,3,3,2,5,5,1,3,2,4,3,2
a56c0941-fbf2-4050-a748-dbcfac619e63,Female,New Customer,33,Business Travel,Business,8607,Premium Perks,2024-07-07,2023-08-24,dissatisfied,0,-1,2,4,0,4,5,5,0,1,0,3,2,1,0,4
56dc8907-ba6c-44ab-a712-303a0f844fef,Female,New Customer,24,Business Travel,Eco,8792,Double Miles,2023-10-13,2023-09-27,neutral,0,20,1,4,5,1,5,4,0,2,1,2,4,1,5,3
310c0c00-3fa7-4104-9bf9-0e27dc96925e,Male,Loyal Customer,52,Personal Travel,Business,2867,Premium Perks,2025-08-24,2025-03-25,satisfied,0,-9,3,4,1,2,4,2,1,3,0,3,4,5,0,4
6c006f61-23e2-4cb4-b2d8-567d894a05e4,Female,Loyal Customer,52,Personal Travel,Business,3441,Festive Bonanza,2024-10-13,2023-12-07,dissatisfied,0,5,1,5,2,4,4,1,2,2,5,3,4,5,0,4
dfde4fbf-3ff3-40bf-b66e-cb15474ebc19,Male,New Customer,64,Business Travel,Business,10816,Referral Boost,2024-07-25,2023-12-02,dissatisfied,0,14,1,5,0,3,4,0,5,0,2,4,5,5,1,3
dc815fe7-ceda-4bbb-b171-0434134c6c92,Female,New Customer,70,Personal Travel,Business,8373,Spring Saver,2026-01-08,2025-06-29,satisfied,20,43,0,0,0,3,3,2,1,4,4,4,2,3,5,5
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Male,Loyal Customer,24,Personal Travel,Eco,5890,Premium Perks,2025-10-07,2025-05-07,satisfied,268,262,3,4,5,4,2,4,5,1,2,1,0,1,0,0
17e011b7-f810-4383-83c7-2ba8d605e770,Male,Loyal Customer,71,Personal Travel,Business,7414,Double Miles,2025-05-23,2024-09-04,neutral,225,249,0,0,2,3,1,0,4,2,1,2,1,1,5,0
2a935d62-3c83-4dc0-9944-1fa5c0e9ab30,Male,Loyal Customer,73,Personal Travel,Eco,1092,Festive Bonanza,2026-03-27,2025-07-01,dissatisfied,235,233,0,0,3,5,4,1,2,0,2,2,3,4,0,2
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Female,New Customer,42,Business Travel,Eco,9810,Spring Saver,2024-07-02,2024-05-23,dissatisfied,0,21,2,1,3,5,2,4,1,1,5,4,3,4,3,4
610461e3-2a25-4888-8f02-bad0e7067ef4,Female,New Customer,46,Personal Travel,Eco,2362,Double Miles,2025-04-02,2024-05-19,neutral,278,292,1,2,1,2,4,4,0,5,2,3,0,2,2,0
ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,Male,Loyal Customer,59,Personal Travel,Eco,4486,Referral Boost,2024-01-11,2023-07-14,neutral,0,25,2,5,3,4,2,4,1,0,2,1,1,2,4,5
6c4a37ea-4906-47f2-b47b-6dbac8fe3ccd,Female,New Customer,31,Personal Travel,Business,8980,Double Miles,2025-11-26,2025-03-13,neutral,0,23,4,3,1,4,5,2,0,0,0,1,3,4,2,5
c88a618e-fed4-457d-bb02-6576f512c4c3,Male,New Customer,45,Personal Travel,Eco,771,Referral Boost,2025-11-19,2025-01-04,satisfied,0,7,5,4,4,5,3,3,3,1,3,2,0,3,5,0
27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,Male,New Customer,31,Business Travel,Eco,4999,Double Miles,2025-07-19,2024-09-16,neutral,0,23,4,3,3,2,2,3,4,3,4,2,0,5,2,2
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,Male,Loyal Customer,46,Personal Travel,Eco,8907,Spring Saver,2024-07-20,2023-12-07,satisfied,204,221,0,2,4,0,4,4,2,3,1,5,3,5,2,2
bf7b539b-0f9a-4a4b-8acd-4e10bc594585,Male,Loyal Customer,64,Personal Travel,Business,4379,Premium Perks,2024-10-25,2024-10-04,dissatisfied,290,297,5,2,0,4,2,2,0,1,3,5,1,4,2,0
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Male,New Customer,61,Personal Travel,Eco,2455,Festive Bonanza,2024-12-08,2024-03-12,satisfied,190,182,2,3,5,0,0,4,4,2,5,1,3,2,4,3
284d82e5-87f7-41fb-9a4b-d9caeb5cf467,Female,Loyal Customer,32,Personal Travel,Business,3424,Double Miles,2024-09-21,2024-08-06,neutral,0,-3,5,5,0,5,3,3,3,0,5,0,3,5,5,4
d9f195d0-1482-4f53-8201-0c62f5f59b22,Female,Loyal Customer,30,Business Travel,Eco,11160,Premium Perks,2023-10-29,2023-08-26,satisfied,223,229,4,1,5,1,5,5,2,4,0,0,3,5,0,2
acdabacc-1165-4210-9854-3881118a9d29,Female,New Customer,74,Business Travel,Eco,3317,Festive Bonanza,2024-02-18,2023-12-04,dissatisfied,0,11,5,5,3,3,0,1,1,3,0,1,0,0,0,4
f10c718b-1eb0-438a-a75d-d5af3c365296,Female,Loyal Customer,19,Personal Travel,Eco,7214,Premium Perks,2025-08-23,2025-05-12,dissatisfied,0,20,1,5,1,1,1,1,3,0,2,4,2,2,5,0
98326856-9434-4a03-bf07-f81491d63f78,Female,New Customer,67,Business Travel,Business,9107,Premium Perks,2025-07-14,2025-06-03,neutral,0,3,1,3,5,3,5,2,2,3,3,5,1,5,1,2
a8499b92-6b52-42e3-94fc-dd549e8fc965,Female,New Customer,40,Personal Travel,Business,11987,Festive Bonanza,2023-08-24,2023-08-12,dissatisfied,0,21,4,0,4,2,1,2,5,3,4,4,4,2,3,1
ef48e8d5-50fd-4d3f-85d5-169590b2b633,Female,Loyal Customer,58,Business Travel,Business,9474,Spring Saver,2025-08-16,2024-10-08,satisfied,0,-7,2,3,1,2,2,4,4,5,0,3,0,5,4,1
506e5a9a-b758-488d-ab73-295b344a54b8,Male,New Customer,61,Personal Travel,Eco,3653,Spring Saver,2024-09-07,2024-01-31,dissatisfied,0,1,3,3,1,0,2,0,3,1,4,1,3,1,1,3
abf3e3fc-2181-4d25-a552-38a643ff5011,Male,New Customer,62,Personal Travel,Business,729,Referral Boost,2024-05-24,2024-01-14,dissatisfied,0,3,4,0,2,1,3,5,1,3,5,5,1,4,4,5
edd4253b-50f0-4d0a-b50c-ab754ccc9bc2,Male,New Customer,42,Personal Travel,Business,3355,Spring Saver,2025-07-14,2024-11-25,dissatisfied,0,-8,1,5,0,2,0,0,3,1,2,4,4,0,3,3
75523327-0262-4f73-9292-2f83ef8c485b,Male,New Customer,31,Business Travel,Eco,11031,Spring Saver,2025-06-13,2025-02-15,satisfied,0,26,1,4,1,3,5,0,0,4,3,2,3,0,0,5
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Male,New Customer,54,Personal Travel,Eco,10604,Double Miles,2025-04-30,2024-11-06,dissatisfied,0,-10,0,0,3,3,5,3,2,4,3,1,5,1,0,4
43e42caf-8181-48cc-b691-47eb89a2688b,Male,Loyal Customer,52,Business Travel,Business,4493,Double Miles,2024-01-04,2023-09-07,neutral,135,153,4,4,2,4,0,0,2,5,3,1,3,4,1,2
119c4ea3-e180-4081-9958-a499eeea163e,Male,New Customer,56,Business Travel,Eco,5542,Double Miles,2024-04-25,2023-10-23,dissatisfied,0,27,2,1,3,5,3,5,4,3,1,1,3,1,4,0
286218b8-48f4-4f12-9e99-53d23e896c64,Female,Loyal Customer,64,Business Travel,Business,1398,Festive Bonanza,2025-05-30,2025-05-25,neutral,0,20,1,0,1,2,1,5,1,1,0,1,0,3,2,0
4d71c366-b41b-4143-8b10-550cd5704f32,Female,New Customer,70,Personal Travel,Eco,9719,Referral Boost,2024-11-06,2024-06-17,satisfied,0,0,4,0,1,5,3,1,1,5,0,0,0,0,4,0
a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c,Male,Loyal Customer,51,Personal Travel,Business,3373,Spring Saver,2025-09-19,2024-10-30,dissatisfied,0,-10,5,3,5,2,5,1,1,4,0,2,4,2,0,5
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Male,New Customer,75,Personal Travel,Business,5006,Festive Bonanza,2024-11-10,2024-08-26,dissatisfied,0,-9,4,2,3,4,0,0,0,0,2,3,5,1,2,2
f05db76e-1a84-451a-a9d3-d7c7ee87905e,Male,New Customer,20,Business Travel,Eco,6428,Festive Bonanza,2024-11-21,2024-03-01,dissatisfied,0,12,1,1,5,3,4,4,1,0,3,4,1,4,3,3
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Male,Loyal Customer,63,Business Travel,Eco,10937,Spring Saver,2026-04-16,2025-05-25,satisfied,0,23,3,2,2,4,4,2,4,3,0,3,2,2,3,4
45b89cd9-27cb-4f2a-8da0-1097be0f051b,Male,New Customer,78,Business Travel,Eco,1163,Premium Perks,2024-09-02,2023-10-04,dissatisfied,141,160,4,3,5,2,4,3,2,1,3,5,1,1,0,4
57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,Female,Loyal Customer,48,Personal Travel,Business,11571,Festive Bonanza,2024-11-05,2024-02-16,satisfied,56,67,1,4,0,1,4,1,3,3,3,5,5,0,3,4
439472e6-da58-4e8a-a25d-6b29afffcfd2,Male,New Customer,38,Personal Travel,Eco,7069,Double Miles,2024-04-14,2023-12-18,neutral,59,84,3,0,1,0,1,1,0,4,1,0,1,2,4,3
e87d1c78-e7c4-41c7-8049-7b717d106c60,Male,New Customer,56,Personal Travel,Business,3473,Premium Perks,2024-10-07,2024-08-08,neutral,0,4,0,1,2,3,1,0,1,4,0,2,3,1,0,4
6c6f7633-a260-4723-97a0-df490d01280f,Male,Loyal Customer,28,Personal Travel,Eco,9041,Referral Boost,2025-10-07,2025-04-30,neutral,134,134,0,5,4,4,0,5,0,1,2,4,1,2,1,5
5563f616-00e8-4ece-8b49-452d46d483f3,Male,New Customer,77,Personal Travel,Business,2549,Festive Bonanza,2026-01-22,2025-04-17,neutral,0,-7,2,3,1,5,1,4,5,3,4,0,3,2,0,0
430f801d-fad4-49e2-a319-dcb4217d65a0,Female,Loyal Customer,66,Personal Travel,Business,3913,Spring Saver,2025-11-26,2025-03-02,dissatisfied,139,130,3,4,3,2,4,5,1,2,5,3,4,1,2,5
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Male,New Customer,34,Personal Travel,Business,4074,Festive Bonanza,2024-02-25,2023-11-15,satisfied,130,131,1,5,3,5,3,1,3,4,4,4,0,1,5,5
13432e61-1ca3-4448-8279-b6a68f9797b0,Female,New Customer,33,Business Travel,Eco,10323,Premium Perks,2024-11-01,2024-06-09,satisfied,0,7,3,2,5,4,3,2,5,4,3,3,0,0,5,4
8babce3b-2628-4bfb-a767-dceab0e6a969,Male,Loyal Customer,49,Personal Travel,Eco,5480,Festive Bonanza,2026-01-14,2025-05-28,satisfied,267,265,4,3,5,3,1,4,5,3,0,1,4,1,0,4
8d7248e2-951f-48d0-9e84-f058d5a804eb,Female,New Customer,20,Business Travel,Eco,5499,Festive Bonanza,2024-07-05,2023-08-09,dissatisfied,0,27,5,1,3,1,5,2,5,2,5,3,4,3,1,3
4eea04e7-0ab5-4bde-a0a0-45026e068097,Male,Loyal Customer,62,Personal Travel,Business,2026,Festive Bonanza,2024-01-26,2023-11-05,satisfied,215,214,5,1,5,5,5,2,3,5,0,4,2,1,2,1
f8e1daa7-cbce-4bde-aede-db07e623a689,Female,New Customer,19,Personal Travel,Eco,9184,Spring Saver,2024-05-16,2024-04-21,dissatisfied,0,23,4,5,0,3,5,0,5,5,5,4,3,2,2,0
35c7936c-5b99-42c6-a61f-ecc00a368ce7,Male,New Customer,32,Personal Travel,Eco,7540,Festive Bonanza,2025-06-05,2025-05-11,dissatisfied,0,20,3,3,3,4,5,3,1,4,3,5,4,2,5,1
